StartTime,Dur,TotPkts,TotBytes,SrcBytes,Proto_tcp,Proto_udp,Dir_one,sTosone,Proto_others,Dir_others,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,prediction,Label
2011-08-12 16:15:59.528307,262.400513,9,1530,472,1,0,0,0,0,1,tcp,147.32.86.173,1025,->,147.32.80.7,80,SRPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.105063,75.532112,8107,10096400,10005608,1,0,0,0,0,1,tcp,74.125.108.243,80,<?>,147.32.86.187,55707,FPA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.105402,6.650236,33,3218,1532,1,0,0,0,0,1,tcp,147.32.84.164,22,<?>,83.208.193.123,15173,FPA_FPA,0.0,0,0.0,2
2011-08-12 15:24:01.106568,3599.641602,1604343,1585303458,38328160,1,0,0,0,0,1,tcp,217.168.211.184,3953,<?>,147.32.84.14,22,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.113763,1341.314453,284072,243446592,120384296,0,1,1,0,0,0,udp,173.9.132.155,54369,<->,147.32.84.59,15046,CON,0.0,0,0.0,0
2011-08-12 15:24:01.119062,3599.99292,229138,213637628,206786146,1,0,0,0,0,1,tcp,88.103.40.117,37378,<?>,147.32.84.59,56306,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.120958,3596.892578,16587,6668842,5414060,1,0,0,0,0,1,tcp,147.32.84.242,22,<?>,84.242.66.38,49160,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.130088,440.030243,439,375785,106939,1,0,0,0,0,1,tcp,147.32.84.59,49973,<?>,89.233.174.25,443,RPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.131561,0.160361,20,1217,1097,1,0,0,0,0,1,tcp,147.32.87.245,52455,<?>,17.174.2.27,443,FPA_A,0.0,0,0.0,0
2011-08-12 15:24:01.133995,0.181014,9,557,437,1,0,0,0,0,1,tcp,147.32.87.245,52456,<?>,17.174.2.27,443,FRPA_FA,0.0,0,1.0,0
2011-08-12 15:24:01.144027,3599.849609,51874,46168480,44832568,1,0,0,0,0,1,tcp,207.200.96.138,80,<?>,147.32.85.7,33160,PA_A,0.0,0,0.0,2
2011-08-12 15:24:01.144407,3599.936523,77029,61905351,60386451,1,0,0,0,0,1,tcp,147.32.80.13,80,<?>,147.32.84.162,54729,PA_A,0.0,0,0.0,0
2011-08-12 15:24:01.146813,792.763,19009,4330154,3941713,1,0,0,0,0,1,tcp,41.153.46.85,64169,<?>,147.32.86.44,10966,FPA_FRPA,0.0,0,0.0,0
2011-08-12 15:24:01.147239,791.003052,12926,3739569,3737009,0,1,1,0,0,0,udp,147.32.86.44,10966,<->,41.137.23.48,5370,CON,0.0,0,0.0,0
2011-08-12 15:24:01.151695,1462.88501,223080,107900225,100718269,1,0,0,0,0,1,tcp,78.80.125.89,51596,<?>,147.32.86.92,20,FPA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.163396,3599.752197,30610,22468690,21644293,1,0,0,0,0,1,tcp,195.23.102.206,1935,<?>,147.32.84.59,1864,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.169010,2212.039062,248,45567,37648,1,0,0,0,0,1,tcp,205.188.11.75,443,<?>,147.32.86.74,1057,RPA_FRPA,0.0,0,0.0,0
2011-08-12 15:24:01.183277,0.51763,14,4096,3241,1,0,0,0,0,1,tcp,89.185.253.133,443,<?>,147.32.86.176,39606,FPA_RPA,0.0,0,0.0,0
2011-08-12 15:24:01.183510,1260.079346,98890,95734767,2253795,1,0,0,0,0,1,tcp,79.126.149.52,7319,<?>,147.32.84.171,6881,RPA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.184447,257.358368,4879,3619305,3477963,1,0,0,0,0,1,tcp,62.44.1.26,8000,<?>,147.32.85.123,35144,RPA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.186501,0.000264,2,304,83,0,1,1,0,0,0,udp,147.32.84.166,47843,<->,147.32.80.9,53,CON,0.0,0,0.0,0
2011-08-12 15:24:01.186509,0.000316,2,216,83,0,1,1,0,0,0,udp,147.32.84.166,47843,<->,147.32.80.9,53,CON,0.0,0,0.0,0
2011-08-12 15:24:01.188485,1584.4823,22252,2052664,1297694,1,0,0,0,0,1,tcp,78.80.14.227,22,<?>,147.32.84.3,34831,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.194599,0.20946,9,633,372,1,0,0,0,0,1,tcp,209.85.149.189,443,<?>,147.32.85.18,1926,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.201767,19.741228,11,921,446,1,0,0,0,0,1,tcp,203.82.92.92,31881,<?>,147.32.84.229,13363,PA_FRPA,0.0,0,0.0,0
2011-08-12 15:24:01.233286,3598.473389,1198,80298,41516,1,0,0,0,0,1,tcp,147.32.3.51,2642,<?>,147.32.87.20,10010,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.235104,114.994888,5,1153,955,1,0,0,0,0,1,tcp,74.125.232.217,80,<?>,147.32.86.110,60411,FPA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.239548,217.510269,43986,48037702,47250704,1,0,0,0,0,1,tcp,38.107.110.22,80,<?>,147.32.86.186,3692,FPA_RA,0.0,0,0.0,0
2011-08-12 15:24:01.251814,2093.161865,8750,8118327,225822,1,0,0,0,0,1,tcp,121.54.41.180,61477,<?>,147.32.84.2,80,FA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.267167,0.017123,8,483,240,1,0,0,0,0,1,tcp,147.32.84.69,49192,<?>,62.245.67.161,5938,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.268216,3596.266602,1689,114336,55300,1,0,0,0,0,1,tcp,147.32.87.22,10010,<?>,147.32.3.51,2987,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.286763,0.073149,9,1057,715,1,0,0,0,0,1,tcp,147.32.84.69,49193,->,87.230.74.43,5938,FSPA_FSPA,0.0,0,0.0,0
2011-08-12 15:24:01.293875,3599.940186,39278,21370677,20074179,1,0,0,0,0,1,tcp,72.26.193.113,80,<?>,147.32.85.95,35441,PA_A,0.0,0,0.0,0
2011-08-12 15:24:01.307473,3.440465,4,240,120,1,0,0,0,0,1,tcp,62.24.64.42,80,<?>,147.32.85.60,49203,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.315018,3.170456,3,180,60,1,0,0,0,0,1,tcp,94.100.187.191,80,<?>,147.32.86.141,1420,FA_RA,0.0,0,0.0,0
2011-08-12 15:24:01.341997,3570.689697,206,12707,8344,1,0,0,0,0,1,tcp,147.32.84.69,49194,->,86.49.85.132,5938,SPA_SPA,0.0,0,0.0,0
2011-08-12 15:24:01.388940,51.649357,24,5938,4173,1,0,0,0,0,1,tcp,147.32.85.18,1936,->,209.85.149.189,443,FSPA_FSPA,0.0,0,0.0,0
2011-08-12 15:24:01.469325,206.410034,23,2112,1371,1,0,0,0,0,1,tcp,74.125.232.216,443,<?>,147.32.86.182,51736,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.470175,2350.62793,4,268,144,0,1,1,0,0,0,udp,147.32.84.59,54866,<->,90.32.146.220,7452,CON,0.0,0,0.0,0
2011-08-12 15:24:01.471936,0.202089,3,198,132,1,0,0,0,0,1,tcp,147.32.84.59,49911,<?>,165.193.245.84,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.473503,0.005475,3,198,132,1,0,0,0,0,1,tcp,147.32.84.59,49909,<?>,195.113.232.75,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:01.475320,0.012387,3,198,132,1,0,0,0,0,1,tcp,147.32.84.59,49910,<?>,193.170.140.70,80,FA_FA,0.0,0.0,0.0,0
2011-08-12 15:24:01.475329,0.00028,2,292,77,0,1,1,0,0,0,udp,147.32.85.31,56861,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:01.490529,60.003201,14,5538,1266,1,0,0,0,0,1,tcp,147.32.86.89,4537,->,77.75.73.12,80,FSPA_FSRPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.490608,0.000705,2,120,60,1,0,0,0,0,1,tcp,147.32.86.89,4535,<?>,77.75.72.3,80,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.518046,724.241638,22,2364,656,1,0,0,0,0,1,tcp,203.82.92.92,17737,<?>,147.32.84.229,443,FPA_FPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.525778,950.097412,56,6831,6831,0,1,0,0,0,1,udp,78.251.112.2,49205,->,147.32.86.239,161,INT,0.0,,0.0,0
2011-08-12 15:24:01.548032,0.000798,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,39127,<?>,194.79.52.98,80,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548208,0.132659,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50350,<?>,209.35.17.195,80,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548216,0.130378,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50348,<?>,209.35.17.195,80,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548222,0.131508,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50346,<?>,209.35.17.195,80,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548265,0.13009,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50347.0,<?>,209.35.17.195,80.0,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548272,0.131975,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50349.0,<?>,209.35.17.195,80.0,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.548309,0.13219,2,132,66,1,0,0,0,0,1,tcp,147.32.84.131,50351.0,<?>,209.35.17.195,80.0,FA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.549714,0.000319,2,598,91,0,1,1,0,0,0,udp,147.32.86.182,50923.0,<->,147.32.80.9,53.0,CON,0.0,0.0,0.0,0
2011-08-12 15:24:01.550881,0.000376,2,256,91,0,1,1,0,0,0,udp,147.32.86.182,60990.0,<->,147.32.80.9,53.0,CON,0.0,0.0,0.0,0
2011-08-12 15:24:01.552135,115.104431,10,2840,1709,1,0,0,0,0,1,tcp,147.32.86.182,51749.0,->,74.125.232.199,80.0,FSPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.556801,3467.739746,345,147540,37595,1,0,0,0,0,1,tcp,69.63.180.46,80.0,<?>,147.32.85.124,53493.0,FPA_FPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.566101,3595.741455,568,52954,52954,0,0,0,0,1,1,ipx/spx,00:15:17:2c:e5:2d,,->,ff:ff:ff:ff:ff:ff,,INT,0.0,,0.0,0
2011-08-12 15:24:01.593231,3570.602295,260,19571,7824,1,0,0,0,0,1,tcp,147.32.84.59,44213.0,<?>,205.188.10.230,443.0,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:01.606199,0.13229,2,133,72,0,1,1,0,0,0,udp,147.32.84.59,54866.0,<->,216.121.135.141,56313.0,CON,0.0,0.0,0.0,0
2011-08-12 15:24:01.619845,202.771286,39,2375,1415,1,0,0,0,0,1,tcp,147.32.86.44,443,<?>,195.250.62.252,15418,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.619856,202.927002,39,2375,1415,1,0,0,0,0,1,tcp,147.32.86.44,10966,<?>,153.110.137.13,23999,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.619862,103.166847,24,1460,860,1,0,0,0,0,1,tcp,147.32.86.44,10966,<?>,84.202.32.55,55505,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.619868,104.243622,25,1534,860,1,0,0,0,0,1,tcp,147.32.86.44,10966,<?>,153.110.137.13,23797,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.630306,0.00032,2,284,76,0,1,1,0,0,0,udp,147.32.86.20,50270,<->,147.32.80.9,53,CON,0.0,0,0.0,0
2011-08-12 15:24:01.630931,1.146623,108,108153,1886,1,0,0,0,0,1,tcp,147.32.86.20,2436,->,193.93.174.21,80,FSPA_FSPA,0.0,0,0.0,0
2011-08-12 15:24:01.645154,0.000283,2,151,89,0,1,1,0,0,0,udp,79.167.186.200,1520,<->,147.32.84.229,13363,CON,0.0,0,0.0,0
2011-08-12 15:24:01.665190,274.122894,131,11760,5052,1,0,0,0,0,1,tcp,130.209.31.154,443,<?>,147.32.85.123,60126,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.670782,3586.739746,1490,101570,48606,1,0,0,0,0,1,tcp,147.32.3.51,4147,<?>,147.32.84.46,10010,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:01.759721,1918.340698,298,30870,16219,1,0,0,0,0,1,tcp,147.32.85.34,143,<?>,194.108.204.27,47298,FRPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:01.760451,3599.993164,1268,288248,135641,1,0,0,0,0,1,tcp,90.177.18.152,13631,<?>,147.32.86.190,3306,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:01.825502,0.001392,2,262,262,0,1,0,0,0,1,udp,147.32.87.48,1681,->,147.32.86.251,161,INT,0.0,,0.0,0
2011-08-12 15:24:01.826894,3599.29248,29,2030,2030,0,0,0,0,1,1,icmp,147.32.87.1,0x0105,->,147.32.87.48,0x9320,RED,0.0,,0.0,0
2011-08-12 15:24:01.850609,13.772977,15,4341,2700,1,0,0,0,0,1,tcp,147.32.84.59,53768,->,194.50.240.198,80,FSPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.850624,13.771652,97,77902,5132,1,0,0,0,0,1,tcp,147.32.84.59,53767,->,194.50.240.198,80,SRPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:01.965426,3595.756348,1781,791212,583483,1,0,0,0,0,1,tcp,147.32.84.59,49236,<?>,74.126.6.130,80,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:01.968108,3596.687744,656,39360,39360,0,0,0,0,1,1,arp,147.32.87.78,NaN,who,147.32.87.78,NaN,INT,0.0,,0.0,0
2011-08-12 15:24:01.979142,3599.006104,54021,61061490,60339630,1,0,0,0,0,1,tcp,195.250.146.99,80,<?>,147.32.84.59,62010,PA_A,0.0,0.0,0.0,0
2011-08-12 15:24:01.991039,0.020219,2,445,89,0,1,1,0,0,0,udp,147.32.86.182,62248,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:01.991155,1792.098389,4,531,407,0,1,1,0,0,0,udp,141.244.253.254,27235,<->,147.32.84.229,13363,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.006207,0.006989,2,128,60,0,1,1,0,0,0,udp,110.32.158.10,61540,<->,147.32.86.99,56214,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.011983,0.020122,2,263,89,0,1,1,0,0,0,udp,147.32.86.182,57372,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.033210,115.6399,23,15816,5014,1,0,0,0,0,1,tcp,147.32.86.182,51750,->,209.85.149.113,80,FSPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:02.034800,72.400719,3,198,198,1,0,0,0,0,1,tcp,147.32.85.109,80,->,123.125.71.27,12661,SA_,0.0,,0.0,0
2011-08-12 15:24:02.035474,0.00057,2,299,132,0,1,1,0,0,0,udp,147.32.84.59,60254,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.059501,0.0,1,62,62,1,0,0,0,0,1,tcp,95.31.4.230,63704,->,147.32.85.100,3126,S_,0.0,,0.0,0
2011-08-12 15:24:02.101448,0.000385,2,221,159,0,1,1,0,0,0,udp,116.227.150.88,32599,<->,147.32.86.165,12114,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.106382,0.005879,3,198,132,1,0,0,0,0,1,tcp,147.32.87.245,52453,<?>,193.179.144.4,80,FA_FA,0.0,0.0,0.0,0
2011-08-12 15:24:02.106572,0.011732,3,198,132,1,0,0,0,0,1,tcp,147.32.87.245,52454,<?>,209.85.148.103,80,FA_FA,0.0,0.0,0.0,0
2011-08-12 15:24:02.125861,3540.95874,176,22786,5400,1,0,0,0,0,1,tcp,147.32.84.59,49756,<?>,205.188.10.210,5190,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:02.132248,721.678162,7,10598,10598,1,0,0,0,0,1,tcp,147.228.47.183,2002,?>,147.32.86.223,1471,A_,0.0,,0.0,0
2011-08-12 15:24:02.139256,0.032757,2,251,76,0,1,1,0,0,0,udp,147.32.84.59,60189,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.154326,3599.721436,1564,225566,102358,1,0,0,0,0,1,tcp,86.49.87.107,26743,<?>,147.32.85.74,1423,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:02.173016,0.002915,2,218,76,0,1,1,0,0,0,udp,147.32.84.59,57063,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.176736,3548.005859,112,10080,5040,0,1,1,0,0,0,udp,85.13.72.246,123,<->,147.32.87.2,123,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.180408,0.014812,10,1615,943,1,0,0,0,0,1,tcp,147.32.84.59,49764,->,217.31.58.184,80,FSPA_FSPA,0.0,0.0,0.0,0
2011-08-12 15:24:02.219008,0.000244,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,58050,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.219452,0.000285,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,52153,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.231399,0.000343,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,58203,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.231885,0.00023,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,57889,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.236974,0.0,1,60,60,0,1,0,0,0,1,udp,109.203.154.251,22789,->,147.32.84.59,60276,INT,0.0,,0.0,0
2011-08-12 15:24:02.239084,0.000234,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,49539,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.239517,0.000155,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,49601,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.265591,3135.003662,8,720,360,0,1,1,0,0,0,udp,147.32.84.232,123,<->,89.187.142.55,123,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.273148,0.000259,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,53052,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.273573,0.000254,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,53800,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.280822,0.000265,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,60978,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.281286,0.000231,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,56165,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.302294,3309.479492,10,1128,818,0,1,1,0,0,0,udp,92.98.208.203,30788,<->,147.32.84.229,13363,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.305421,0.000244,2,234,86,0,1,1,0,0,0,udp,147.32.85.25,54129,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.308374,0.000263,2,208,79,0,1,1,0,0,0,udp,147.32.85.25,57144,<->,147.32.80.9,53,CON,0.0,0,0.0,0
2011-08-12 15:24:02.308499,1292.479004,261,16127,9341,1,0,0,0,0,1,tcp,94.74.242.71,56808,<?>,147.32.84.59,50932,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:02.308834,0.000171,2,207,66,0,1,1,0,0,0,udp,147.32.85.25,40861,<->,147.32.80.9,53,CON,0.0,0,0.0,0
2011-08-12 15:24:02.375780,790.807007,1530,93991,54095,1,0,0,0,0,1,tcp,147.32.86.44,10966,<?>,41.137.23.48,30079,FPA_FPA,0.0,0,0.0,0
2011-08-12 15:24:02.415210,3073.225586,12,1458,1086,0,1,1,0,0,0,udp,41.133.102.166,15556,<->,147.32.84.229,13363,CON,0.0,0,0.0,0
2011-08-12 15:24:02.459070,39.800217,72,19972,7432,1,0,0,0,0,1,tcp,147.32.85.60,49184,<?>,74.125.232.214,443,FPA_FPA,0.0,0,0.0,0
